audio_path,n_diarizers_fn,pct_diarizers,diarizers,#_adults,#_children,#_people_interacting,has_interaction,n_children_cat,n_adults_cat,Context,Location,child_id,timepoint_norm,task
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E3O3H8O7H4/ses-01/beh/sub-E3O3H8O7H4_ses-01_task-toyplay_run-05_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,0.0,False,2+,0,toy play,inside private,E3O3H8O7H4,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E3O3H8O7H4/ses-02/beh/sub-E3O3H8O7H4_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,unknown,E3O3H8O7H4,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7T7O3G7J5/ses-02/beh/sub-E7T7O3G7J5_ses-02_task-socialroutine_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,social routine,inside private,E7T7O3G7J5,36_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7T7O3G7J5/ses-02/beh/sub-E7T7O3G7J5_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,E7T7O3G7J5,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7Z4G3O5K2/ses-02/beh/sub-E7Z4G3O5K2_ses-02_task-toyplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,outside private,E7Z4G3O5K2,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-dailyroutine_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,daily routine,inside public,F3N4H0K1Z1,14_month,dailyroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-generalsocialcommunicationinteraction_run-08_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,general social communication interaction,inside private,F3N4H0K1Z1,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-motorplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,motor play,outside private,F3N4H0K1Z1,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-generalsocialcommunicationinteraction_run-14_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,general social communication interaction,inside private,F3N4H0K1Z1,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-motorplay_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,motor play,inside private,F3N4H0K1Z1,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-01/beh/sub-F8N7H3T0O1_ses-01_task-other_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,other,inside public,F8N7H3T0O1,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-02/beh/sub-F8N7H3T0O1_ses-02_task-motorplay_run-02_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,False,1,1,motor play,outside private,F8N7H3T0O1,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-02/beh/sub-F8N7H3T0O1_ses-02_task-motorplay_run-06_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,motor play,outside public,F8N7H3T0O1,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8V2U5P1A0/ses-02/beh/sub-F8V2U5P1A0_ses-02_task-toyplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,False,1,0,toy play,inside private,F8V2U5P1A0,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8V2U5P1A0/ses-02/beh/sub-F8V2U5P1A0_ses-02_task-toyplay_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,inside private,F8V2U5P1A0,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G2N1M4K2S0/ses-01/beh/sub-G2N1M4K2S0_ses-01_task-other_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,False,1,0,other,inside private,G2N1M4K2S0,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-10_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,G4J8F6F4X0,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-toyplay_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,True,1,0,toy play,inside private,G4J8F6F4X0,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G8Q8I6N0I3/ses-01/beh/sub-G8Q8I6N0I3_ses-01_task-toyplay_run-01_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,toy play,outside public,G8Q8I6N0I3,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A3G3T7I1A5/ses-02/beh/sub-A3G3T7I1A5_ses-02_task-socialroutine_run-01_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,2.0,True,1,1,social routine,inside private,A3G3T7I1A5,36_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A4E8K1L5Y2/ses-02/beh/sub-A4E8K1L5Y2_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,A4E8K1L5Y2,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A4E8K1L5Y2/ses-02/beh/sub-A4E8K1L5Y2_ses-02_task-motorplay_run-03_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,2.0,True,1,1,motor play,inside private,A4E8K1L5Y2,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A5X1S7S1E7/ses-01/beh/sub-A5X1S7S1E7_ses-01_task-motorplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,motor play,inside private,A5X1S7S1E7,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A6Y4Y7X2G1/ses-01/beh/sub-A6Y4Y7X2G1_ses-01_task-generalsocialcommunicationinteraction_run-10_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,0.0,False,1,1,general social communication interaction,inside private,A6Y4Y7X2G1,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A6Z2B3J2A9/ses-01/beh/sub-A6Z2B3J2A9_ses-01_task-dailyroutine_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,daily routine,inside private,A6Z2B3J2A9,14_month,dailyroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A6Z2B3J2A9/ses-02/beh/sub-A6Z2B3J2A9_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,A6Z2B3J2A9,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1L0B3F6F1/ses-01/beh/sub-B1L0B3F6F1_ses-01_task-toyplay_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,inside private,B1L0B3F6F1,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1L0B3F6F1/ses-02/beh/sub-B1L0B3F6F1_ses-02_task-generalsocialcommunicationinteraction_run-08_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,B1L0B3F6F1,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-01/beh/sub-B1S3L8Q7Y6_ses-01_task-generalsocialcommunicationinteraction_run-06_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,B1S3L8Q7Y6,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-01/beh/sub-B1S3L8Q7Y6_ses-01_task-toyplay_run-08_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,inside private,B1S3L8Q7Y6,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-02/beh/sub-B1S3L8Q7Y6_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,outside private,B1S3L8Q7Y6,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-02/beh/sub-B1S3L8Q7Y6_ses-02_task-socialroutine_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,0.0,0.0,False,0,0,social routine,inside private,B1S3L8Q7Y6,36_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-02/beh/sub-B1S3L8Q7Y6_ses-02_task-motorplay_run-06_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,motor play,outside private,B1S3L8Q7Y6,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-02/beh/sub-B1S3L8Q7Y6_ses-02_task-generalsocialcommunicationinteraction_run-17_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,general social communication interaction,outside private,B1S3L8Q7Y6,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-02/beh/sub-B1S3L8Q7Y6_ses-02_task-toyplay_run-06_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,outside private,B1S3L8Q7Y6,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B2R3Q8L2Y3/ses-01/beh/sub-B2R3Q8L2Y3_ses-01_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,2.0,True,2+,0,general social communication interaction,inside private,B2R3Q8L2Y3,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B2R3Q8L2Y3/ses-01/beh/sub-B2R3Q8L2Y3_ses-01_task-toyplay_run-03_audio.wav,1,0.091,TalkNet-ASD,1.0,2.0,2.0,True,2+,1,toy play,inside private,B2R3Q8L2Y3,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B2R3Q8L2Y3/ses-02/beh/sub-B2R3Q8L2Y3_ses-02_task-bookshare_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,0.0,False,2+,0,book share,inside private,B2R3Q8L2Y3,36_month,bookshare
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B2R3Q8L2Y3/ses-02/beh/sub-B2R3Q8L2Y3_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,general social communication interaction,inside private,B2R3Q8L2Y3,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B4Q3G8H2N3/ses-02/beh/sub-B4Q3G8H2N3_ses-02_task-socialroutine_run-01_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,social routine,inside private,B4Q3G8H2N3,36_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B4Q3G8H2N3/ses-02/beh/sub-B4Q3G8H2N3_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,0.0,False,2+,0,general social communication interaction,inside private,B4Q3G8H2N3,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-toyplay_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,inside private,C0O6X3N5Y7,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-toyplay_run-10_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,inside private,C0O6X3N5Y7,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-02/beh/sub-C0O6X3N5Y7_ses-02_task-generalsocialcommunicationinteraction_run-06_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,2.0,True,1,1,general social communication interaction,inside private,C0O6X3N5Y7,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1I8N8L4Q4/ses-02/beh/sub-C1I8N8L4Q4_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,C1I8N8L4Q4,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C4C7T6W2I0/ses-02/beh/sub-C4C7T6W2I0_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,general social communication interaction,inside public,C4C7T6W2I0,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5L2D6N1W6/ses-02/beh/sub-C5L2D6N1W6_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,C5L2D6N1W6,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-H3B5L5F8T1/ses-02/beh/sub-H3B5L5F8T1_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,3.0,True,1,0,general social communication interaction,inside public,H3B5L5F8T1,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J3J0V4T8C3/ses-01/beh/sub-J3J0V4T8C3_ses-01_task-toyplay_run-06_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,inside private,J3J0V4T8C3,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J3J0V4T8C3/ses-02/beh/sub-J3J0V4T8C3_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside public,J3J0V4T8C3,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J3J0V4T8C3/ses-02/beh/sub-J3J0V4T8C3_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,J3J0V4T8C3,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J3J0V4T8C3/ses-02/beh/sub-J3J0V4T8C3_ses-02_task-toyplay_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,False,1,0,toy play,inside private,J3J0V4T8C3,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J3J0V4T8C3/ses-02/beh/sub-J3J0V4T8C3_ses-02_task-generalsocialcommunicationinteraction_run-06_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,outside private,J3J0V4T8C3,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J4J6X7C4D9/ses-01/beh/sub-J4J6X7C4D9_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,J4J6X7C4D9,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-K6O1J5K7Z0/ses-01/beh/sub-K6O1J5K7Z0_ses-01_task-dailyroutine_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,daily routine,inside private,K6O1J5K7Z0,14_month,dailyroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-K6O1J5K7Z0/ses-01/beh/sub-K6O1J5K7Z0_ses-01_task-socialroutine_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,social routine,inside public,K6O1J5K7Z0,14_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-K6O1J5K7Z0/ses-01/beh/sub-K6O1J5K7Z0_ses-01_task-toyplay_run-05_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,toy play,outside private,K6O1J5K7Z0,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-K6O1J5K7Z0/ses-02/beh/sub-K6O1J5K7Z0_ses-02_task-toyplay_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,False,1,0,toy play,inside private,K6O1J5K7Z0,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-K6O1J5K7Z0/ses-02/beh/sub-K6O1J5K7Z0_ses-02_task-other_run-05_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,False,1,0,other,outside public,K6O1J5K7Z0,36_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-K6O1J5K7Z0/ses-02/beh/sub-K6O1J5K7Z0_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,K6O1J5K7Z0,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0B0Q5O3Q3/ses-01/beh/sub-L0B0Q5O3Q3_ses-01_task-other_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,False,1,0,other,inside private,L0B0Q5O3Q3,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0B0Q5O3Q3/ses-01/beh/sub-L0B0Q5O3Q3_ses-01_task-motorplay_run-02_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,2.0,True,1,1,motor play,outside private,L0B0Q5O3Q3,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0B0Q5O3Q3/ses-02/beh/sub-L0B0Q5O3Q3_ses-02_task-socialroutine_run-01_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,social routine,inside private,L0B0Q5O3Q3,36_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0B0Q5O3Q3/ses-02/beh/sub-L0B0Q5O3Q3_ses-02_task-motorplay_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,0.0,False,1,0,motor play,inside private,L0B0Q5O3Q3,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0B0Q5O3Q3/ses-02/beh/sub-L0B0Q5O3Q3_ses-02_task-socialroutine_run-02_audio.wav,1,0.091,TalkNet-ASD,1.0,1.0,1.0,True,1,1,social routine,inside private,L0B0Q5O3Q3,36_month,socialroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0C6T6H2C6/ses-01/beh/sub-L0C6T6H2C6_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,general social communication interaction,inside private,L0C6T6H2C6,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0C6T6H2C6/ses-02/beh/sub-L0C6T6H2C6_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,1.0,True,2+,0,general social communication interaction,inside private,L0C6T6H2C6,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L3F0P2N3D1/ses-01/beh/sub-L3F0P2N3D1_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,L3F0P2N3D1,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4K0P3T4Q8/ses-01/beh/sub-L4K0P3T4Q8_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,3.0,3.0,True,2+,0,general social communication interaction,inside private,L4K0P3T4Q8,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4K0P3T4Q8/ses-01/beh/sub-L4K0P3T4Q8_ses-01_task-other_run-01_audio.wav,1,0.091,TalkNet-ASD,0.0,3.0,1.0,True,2+,0,other,inside private,L4K0P3T4Q8,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M1H7J7G3/ses-01/beh/sub-L4M1H7J7G3_ses-01_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,L4M1H7J7G3,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M1H7J7G3/ses-01/beh/sub-L4M1H7J7G3_ses-01_task-generalsocialcommunicationinteraction_run-06_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,L4M1H7J7G3,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M1H7J7G3/ses-01/beh/sub-L4M1H7J7G3_ses-01_task-toyplay_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,2.0,True,1,0,toy play,inside private,L4M1H7J7G3,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M1H7J7G3/ses-02/beh/sub-L4M1H7J7G3_ses-02_task-specialoccasion_run-02_audio.wav,1,0.091,TalkNet-ASD,0.0,2.0,3.0,True,2+,0,special occasion,inside private,L4M1H7J7G3,36_month,specialoccasion
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M8P2T7S0/ses-02/beh/sub-L4M8P2T7S0_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,general social communication interaction,inside public,L4M8P2T7S0,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L5Q0Z1W8S2/ses-01/beh/sub-L5Q0Z1W8S2_ses-01_task-motorplay_run-04_audio.wav,1,0.091,TalkNet-ASD,0.0,1.0,1.0,True,1,0,motor play,inside private,L5Q0Z1W8S2,14_month,motorplay
